keyword_ascii,scholar_query_ascii,google_scholar_url_ascii,occurrences,formal_branches,formal_scopes,fields,source_tags,source_codes,source_titles
Adjunction spaces and similar constructions in general topology,Adjunction spaces and similar constructions in general topology,https://scholar.google.com/scholar?q=Adjunction%20spaces%20and%20similar%20constructions%20in%20general%20topology,1,Mathematics,core,"General topology {For the topology of manifolds of all dimensions, see 57Nxx}",MSC2020:54B17,54B17,Adjunction spaces and similar constructions in general topology
Admissibility in statistical decision theory,Admissibility in statistical decision theory,https://scholar.google.com/scholar?q=Admissibility%20in%20statistical%20decision%20theory,1,Statistics,core,Statistics,MSC2020:62C15,62C15,Admissibility in statistical decision theory
"Affine algebraic groups, hyperalgebra constructions","Affine algebraic groups, hyperalgebra constructions",https://scholar.google.com/scholar?q=Affine%20algebraic%20groups%2C%20hyperalgebra%20constructions,1,Mathematics,core,Algebraic geometry,MSC2020:14L17,14L17,"Affine algebraic groups, hyperalgebra constructions [See also 17B45, 18C40]"
Affine analytic geometry,Affine analytic geometry,https://scholar.google.com/scholar?q=Affine%20analytic%20geometry,1,Mathematics,core,"Geometry {For algebraic geometry, see 14-XX; for differential geometry, see 53-XX}",MSC2020:51N10,51N10,Affine analytic geometry
Affine differential geometry,Affine differential geometry,https://scholar.google.com/scholar?q=Affine%20differential%20geometry,1,Mathematics,core,"Differential geometry {For differential topology, see 57Rxx; for foundational questions of differentiable manifolds, see 58Axx}",MSC2020:53A15,53A15,Affine differential geometry
Affine fibrations,Affine fibrations,https://scholar.google.com/scholar?q=Affine%20fibrations,1,Mathematics,core,Algebraic geometry,MSC2020:14R25,14R25,Affine fibrations [See also 14D06]
Affine geometry,Affine geometry,https://scholar.google.com/scholar?q=Affine%20geometry,1,Mathematics,core,Algebraic geometry,MSC2020:14Rxx,14Rxx,Affine geometry
"Affine spaces (automorphisms, embeddings, exotic structures, cancellation problem)","Affine spaces (automorphisms, embeddings, exotic structures, cancellation problem)",https://scholar.google.com/scholar?q=Affine%20spaces%20(automorphisms%2C%20embeddings%2C%20exotic%20structures%2C%20cancellation%20problem),1,Mathematics,core,Algebraic geometry,MSC2020:14R10,14R10,"Affine spaces (automorphisms, embeddings, exotic structures, cancellation problem)"
Agent technology and artificial intelligence,Agent technology and artificial intelligence,https://scholar.google.com/scholar?q=Agent%20technology%20and%20artificial%20intelligence,1,Computer science,core,"Computer science {For papers containing software, source code, etc. in a specific mathematical area, see the classification number –04 in that area}",MSC2020:68T42,68T42,Agent technology and artificial intelligence
Algebraic and analytic properties of mappings on manifolds,Algebraic and analytic properties of mappings on manifolds,https://scholar.google.com/scholar?q=Algebraic%20and%20analytic%20properties%20of%20mappings%20on%20manifolds,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58K20,58K20,Algebraic and analytic properties of mappings on manifolds
"Algebraic aspects (differential-algebraic, hypertranscendence, group-theoretical) of ordinary differential equations in the complex domain","Algebraic aspects (differential-algebraic, hypertranscendence, group-theoretical) of ordinary differential equations in the complex domain",https://scholar.google.com/scholar?q=Algebraic%20aspects%20(differential-algebraic%2C%20hypertranscendence%2C%20group-theoretical)%20of%20ordinary%20differential%20equations%20in%20the%20complex%20domain,1,Mathematics,core,Ordinary differential equations,MSC2020:34M15,34M15,"Algebraic aspects (differential-algebraic, hypertranscendence, group-theoretical) of ordinary differential equations in the complex domain"
Algebraic aspects of posets,Algebraic aspects of posets,https://scholar.google.com/scholar?q=Algebraic%20aspects%20of%20posets,1,Mathematics,core,"Order, lattices, ordered algebraic structures [See also 18B35]",MSC2020:06A11,06A11,Algebraic aspects of posets
Algebraic coding theory; cryptography (number-theoretic aspects),Algebraic coding theory; cryptography (number-theoretic aspects),https://scholar.google.com/scholar?q=Algebraic%20coding%20theory%3B%20cryptography%20(number-theoretic%20aspects),1,Mathematics,core,Number theory,MSC2020:11T71,11T71,Algebraic coding theory; cryptography (number-theoretic aspects)
Algebraic combinatorics,Algebraic combinatorics,https://scholar.google.com/scholar?q=Algebraic%20combinatorics,1,Mathematics,core,"Combinatorics {For finite fields, see 11Txx}",MSC2020:05Exx,05Exx,Algebraic combinatorics
Algebraic cycles,Algebraic cycles,https://scholar.google.com/scholar?q=Algebraic%20cycles,1,Mathematics,core,Algebraic geometry,MSC2020:14C25,14C25,Algebraic cycles
Algebraic cycles and motivic cohomology (K-theoretic aspects),Algebraic cycles and motivic cohomology (K-theoretic aspects),https://scholar.google.com/scholar?q=Algebraic%20cycles%20and%20motivic%20cohomology%20(K-theoretic%20aspects),1,Mathematics,core,"K-theory [See also 16E20, 18F25]",MSC2020:19E15,19E15,"Algebraic cycles and motivic cohomology (K-theoretic aspects) [See also 14C25, 14C35, 14F42]"
Algebraic dependence theorems,Algebraic dependence theorems,https://scholar.google.com/scholar?q=Algebraic%20dependence%20theorems,1,Mathematics,core,"Several complex variables and analytic spaces {For infinitedimensional holomorphy, see also 46G20, 58B12}",MSC2020:32J10,32J10,Algebraic dependence theorems
"Algebraic ergodic theory, cocycles, orbit equivalence, ergodic equivalence relations","Algebraic ergodic theory, cocycles, orbit equivalence, ergodic equivalence relations",https://scholar.google.com/scholar?q=Algebraic%20ergodic%20theory%2C%20cocycles%2C%20orbit%20equivalence%2C%20ergodic%20equivalence%20relations,1,Mathematics,core,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx, 34Cxx, 34Dxx, 35Bxx, 46Lxx, 58Jxx, 70-XX]",MSC2020:37A20,37A20,"Algebraic ergodic theory, cocycles, orbit equivalence, ergodic equivalence relations"
Algebraic field extensions,Algebraic field extensions,https://scholar.google.com/scholar?q=Algebraic%20field%20extensions,1,Mathematics,core,Field theory and polynomials,MSC2020:12F05,12F05,Algebraic field extensions
Algebraic functions and function fields in algebraic geometry,Algebraic functions and function fields in algebraic geometry,https://scholar.google.com/scholar?q=Algebraic%20functions%20and%20function%20fields%20in%20algebraic%20geometry,1,Mathematics,core,Algebraic geometry,MSC2020:14H05,14H05,Algebraic functions and function fields in algebraic geometry [See also 11R58]
Algebraic geometry,Algebraic geometry,https://scholar.google.com/scholar?q=Algebraic%20geometry,1,Mathematics,core,Algebraic geometry,MSC2020:14-XX,14-XX,Algebraic geometry
Algebraic geometry over groups; equations over groups,Algebraic geometry over groups; equations over groups,https://scholar.google.com/scholar?q=Algebraic%20geometry%20over%20groups%3B%20equations%20over%20groups,1,Mathematics,core,Group theory and generalizations,MSC2020:20F70,20F70,Algebraic geometry over groups; equations over groups
Algebraic groups,Algebraic groups,https://scholar.google.com/scholar?q=Algebraic%20groups,1,Mathematics,core,Algebraic geometry,MSC2020:14Lxx,14Lxx,"Algebraic groups [See also 11E57] {For Lie algebras, see 17B45; for linear algebraic groups, see 20Gxx}"
Algebraic independence; Gel'fond's method,Algebraic independence; Gel'fond's method,https://scholar.google.com/scholar?q=Algebraic%20independence%3B%20Gel'fond's%20method,1,Mathematics,core,Number theory,MSC2020:11J85,11J85,Algebraic independence; Gel’fond’s method
Algebraic K-theory and L-theory (category-theoretic aspects),Algebraic K-theory and L-theory (category-theoretic aspects),https://scholar.google.com/scholar?q=Algebraic%20K-theory%20and%20L-theory%20(category-theoretic%20aspects),1,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}",MSC2020:18F25,18F25,"Algebraic K-theory and L-theory (category-theoretic aspects) [See also 11Exx, 11R70, 11S70, 12-XX, 13D15, 14Cxx, 16E20, 19-XX, 46L80, 57R65, 57R67]"
Algebraic K-theory of spaces,Algebraic K-theory of spaces,https://scholar.google.com/scholar?q=Algebraic%20K-theory%20of%20spaces,1,Mathematics,core,"K-theory [See also 16E20, 18F25]",MSC2020:19D10,19D10,Algebraic K-theory of spaces
Algebraic logic,Algebraic logic,https://scholar.google.com/scholar?q=Algebraic%20logic,1,Logic and foundations,core,Mathematical logic and foundations,MSC2020:03Gxx,03Gxx,Algebraic logic
Algebraic methods,Algebraic methods,https://scholar.google.com/scholar?q=Algebraic%20methods,1,Systems theory and control,adjacent,"Systems theory; control {For optimal control, see 49-XX}",MSC2020:93B25,93B25,Algebraic methods
"Algebraic moduli of abelian varieties, classification","Algebraic moduli of abelian varieties, classification",https://scholar.google.com/scholar?q=Algebraic%20moduli%20of%20abelian%20varieties%2C%20classification,1,Mathematics,core,Algebraic geometry,MSC2020:14K10,14K10,"Algebraic moduli of abelian varieties, classification [See also 11G15]"
"Algebraic moduli problems, moduli of vector bundles","Algebraic moduli problems, moduli of vector bundles",https://scholar.google.com/scholar?q=Algebraic%20moduli%20problems%2C%20moduli%20of%20vector%20bundles,1,Mathematics,core,Algebraic geometry,MSC2020:14D20,14D20,"Algebraic moduli problems, moduli of vector bundles {For analytic moduli problems, see 32G13}"
Algebraic monoids,Algebraic monoids,https://scholar.google.com/scholar?q=Algebraic%20monoids,1,Mathematics,core,Group theory and generalizations,MSC2020:20M32,20M32,Algebraic monoids
Algebraic number theory computations,Algebraic number theory computations,https://scholar.google.com/scholar?q=Algebraic%20number%20theory%20computations,1,Mathematics,core,Number theory,MSC2020:11Y40,11Y40,Algebraic number theory computations
Algebraic number theory: global fields,Algebraic number theory: global fields,https://scholar.google.com/scholar?q=Algebraic%20number%20theory%3A%20global%20fields,1,Mathematics,core,Number theory,MSC2020:11Rxx,11Rxx,"Algebraic number theory: global fields {For complex multiplication, see 11G15}"
Algebraic number theory: local fields,Algebraic number theory: local fields,https://scholar.google.com/scholar?q=Algebraic%20number%20theory%3A%20local%20fields,1,Mathematics,core,Number theory,MSC2020:11Sxx,11Sxx,Algebraic number theory: local fields
Algebraic numbers; rings of algebraic integers,Algebraic numbers; rings of algebraic integers,https://scholar.google.com/scholar?q=Algebraic%20numbers%3B%20rings%20of%20algebraic%20integers,1,Mathematics,core,Number theory,MSC2020:11R04,11R04,Algebraic numbers; rings of algebraic integers
"Algebraic operads, cooperads, and Koszul duality","Algebraic operads, cooperads, and Koszul duality",https://scholar.google.com/scholar?q=Algebraic%20operads%2C%20cooperads%2C%20and%20Koszul%20duality,1,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}",MSC2020:18M70,18M70,"Algebraic operads, cooperads, and Koszul duality"
Algebraic properties of function spaces in general topology,Algebraic properties of function spaces in general topology,https://scholar.google.com/scholar?q=Algebraic%20properties%20of%20function%20spaces%20in%20general%20topology,1,Mathematics,core,"General topology {For the topology of manifolds of all dimensions, see 57Nxx}",MSC2020:54C40,54C40,Algebraic properties of function spaces in general topology [See also 46Exx]
Algebraic statistics,Algebraic statistics,https://scholar.google.com/scholar?q=Algebraic%20statistics,1,Statistics,core,Statistics,MSC2020:62R01,62R01,Algebraic statistics
Algebraic structures,Algebraic structures,https://scholar.google.com/scholar?q=Algebraic%20structures,1,Mathematics,core,General algebraic systems,MSC2020:08Axx,08Axx,Algebraic structures [See also 03C05]
Algebraic structures and computation,Algebraic structures and computation,https://scholar.google.com/scholar?q=Algebraic%20structures%20and%20computation,1,Probability,core,"Probability theory and stochastic processes {For additional applications, see 05Cxx, 11Kxx, 34-XX, 35-XX, 62-XX, 76-XX, 81-XX, 82-XX, 90-XX, 91-XX, 92-XX, 93-XX, 94-XX}",MSC2020:60L70,60L70,Algebraic structures and computation
Algebraic systems of matrices,Algebraic systems of matrices,https://scholar.google.com/scholar?q=Algebraic%20systems%20of%20matrices,1,Mathematics,core,Linear and multilinear algebra; matrix theory,MSC2020:15A30,15A30,"Algebraic systems of matrices [See also 16S50, 20Gxx, 20Hxx]"
